"Words","Combination","Character","CharacterUrl"
"塗","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塗地","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塗改","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塗抹","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塗料","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塗寫","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塗鴉","ㄊㄨˊ","塗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A8%CB%8A&word=%E5%A1%97"
"塘","ㄊㄤˊ","塘","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A4%CB%8A&word=%E5%A1%98"
"塚","ㄓㄨㄥˇ","塚","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A8%E3%84%A5%CB%87&word=%E5%A1%9A"
"塞","ㄙㄜˋ","塞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%9C%CB%8B&word=%E5%A1%9E"
"塞內","ㄙㄞ","塞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%9E&word=%E5%A1%9E"
"塞住","ㄙㄞ","塞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%9E&word=%E5%A1%9E"
"塞車","ㄙㄞ","塞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%9E&word=%E5%A1%9E"
"塞翁失馬","ㄙㄞ","塞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%9E&word=%E5%A1%9E"
"塞責","ㄙㄜˋ","塞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%9C%CB%8B&word=%E5%A1%9E"
"塢","ㄨˋ","塢","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%CB%8B&word=%E5%A1%A2"
"填","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填充","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填充玩具","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填平","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填空","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填表","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填海","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填海造地","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填報","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填詞","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填塞","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填補","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填滿","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填寫","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"填鴨","ㄊㄧㄢˊ","填","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%E3%84%A2%CB%8A&word=%E5%A1%AB"
"塭","ㄨㄣ","塭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%A3&word=%E5%A1%AD"
"奧","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧妙","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧林匹克運動會","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧祕","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧援","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧斯卡金像獎","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧義","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧運","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"奧運會","ㄠˋ","奧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%8B&word=%E5%A5%A7"
"媲","ㄆㄧˋ","媲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A7%CB%8B&word=%E5%AA%B2"
"媲美","ㄆㄧˋ","媲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A7%CB%8B&word=%E5%AA%B2"
"媳","ㄒㄧˊ","媳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%CB%8A&word=%E5%AA%B3"
"媳婦","ㄒㄧˊ","媳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%CB%8A&word=%E5%AA%B3"
"媼","ㄠˇ","媼","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A0&SN2=%E3%84%A0%CB%87&word=%E5%AA%BC"
"媽","ㄇㄚ","媽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%87&SN2=%E3%84%87%E3%84%9A&word=%E5%AA%BD"
"媽咪","ㄇㄚ","媽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%87&SN2=%E3%84%87%E3%84%9A&word=%E5%AA%BD"
"媽媽","ㄇㄚ","媽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%87&SN2=%E3%84%87%E3%84%9A&word=%E5%AA%BD"
"媾","ㄍㄡˋ","媾","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A1%CB%8B&word=%E5%AA%BE"
"媾和","ㄍㄡˋ","媾","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A1%CB%8B&word=%E5%AA%BE"
"嫁","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫁妝","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫁娶","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫁接","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫁奩","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫁禍","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫁雞隨雞，嫁狗隨狗","ㄐㄧㄚˋ","嫁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A%CB%8B&word=%E5%AB%81"
"嫂","ㄙㄠˇ","嫂","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%A0%CB%87&word=%E5%AB%82"
"嫂子","ㄙㄠˇ","嫂","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%A0%CB%87&word=%E5%AB%82"
"嫂嫂","ㄙㄠˇ","嫂","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%A0%CB%87&word=%E5%AB%82"
"嫄","ㄩㄢˊ","嫄","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A9&SN2=%E3%84%A9%E3%84%A2%CB%8A&word=%E5%AB%84"
"嫉","ㄐㄧˊ","嫉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%CB%8A&word=%E5%AB%89"
"嫉妒","ㄐㄧˊ","嫉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%CB%8A&word=%E5%AB%89"
"嫉惡如仇","ㄐㄧˊ","嫉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%CB%8A&word=%E5%AB%89"
"嫋","ㄋㄧㄠˇ","嫋","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8B&SN2=%E3%84%8B%E3%84%A7%E3%84%A0%CB%87&word=%E5%AB%8B"
"嫋娜","ㄋㄧㄠˇ","嫋","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8B&SN2=%E3%84%8B%E3%84%A7%E3%84%A0%CB%87&word=%E5%AB%8B"
"嫋嫋","ㄋㄧㄠˇ","嫋","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8B&SN2=%E3%84%8B%E3%84%A7%E3%84%A0%CB%87&word=%E5%AB%8B"
"嫌","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"嫌犯","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"嫌惡","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"嫌棄","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"嫌疑","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"嫌疑犯","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"嫌隙","ㄒㄧㄢˊ","嫌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%8A&word=%E5%AB%8C"
"尟","ㄒㄧㄢˇ","尟","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A2%CB%87&word=%E5%B0%9F"
"嵊","ㄕㄥˋ","嵊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A5%CB%8B&word=%E5%B5%8A"
"嵊縣","ㄕㄥˋ","嵊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A5%CB%8B&word=%E5%B5%8A"
"嵩","ㄙㄨㄥ","嵩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%A8%E3%84%A5&word=%E5%B5%A9"
"嵩山","ㄙㄨㄥ","嵩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%A8%E3%84%A5&word=%E5%B5%A9"
"嵩壽","ㄙㄨㄥ","嵩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%99&SN2=%E3%84%99%E3%84%A8%E3%84%A5&word=%E5%B5%A9"
"嵬","ㄨㄟˊ","嵬","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%B5%AC"
"嵯","ㄘㄨㄛˊ","嵯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%98&SN2=%E3%84%98%E3%84%A8%E3%84%9B%CB%8A&word=%E5%B5%AF"
"嵯峨","ㄘㄨㄛˊ","嵯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%98&SN2=%E3%84%98%E3%84%A8%E3%84%9B%CB%8A&word=%E5%B5%AF"
"幌","ㄏㄨㄤˇ","幌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%A4%CB%87&word=%E5%B9%8C"
"幌子","ㄏㄨㄤˇ","幌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%A4%CB%87&word=%E5%B9%8C"
"幹","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹才","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹事","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹勁","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹活","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹員","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹掉","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹部","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹道","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹線","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"幹練","ㄍㄢˋ","幹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A2%CB%8B&word=%E5%B9%B9"
"廈","ㄒㄧㄚˋ","廈","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%9A%CB%8B&word=%E5%BB%88"
"廉","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉明","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉政","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉恥","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉能","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉價","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉潔","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"廉讓","ㄌㄧㄢˊ","廉","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A2%CB%8A&word=%E5%BB%89"
"弒","ㄕˋ","弒","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%CB%8B&word=%E5%BC%92"
"彀","ㄍㄡˋ","彀","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A1%CB%8B&word=%E5%BD%80"
"彙","ㄏㄨㄟˋ","彙","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9F%CB%8B&word=%E5%BD%99"
"彙報","ㄏㄨㄟˋ","彙","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9F%CB%8B&word=%E5%BD%99"
"彙集","ㄏㄨㄟˋ","彙","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9F%CB%8B&word=%E5%BD%99"
"彙編","ㄏㄨㄟˋ","彙","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9F%CB%8B&word=%E5%BD%99"
"彙整","ㄏㄨㄟˋ","彙","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9F%CB%8B&word=%E5%BD%99"
"徬","ㄆㄤˊ","徬","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A4%CB%8A&word=%E5%BE%AC"
"徬徨","ㄆㄤˊ","徬","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A4%CB%8A&word=%E5%BE%AC"
"微","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微小","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微妙","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微卷","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微服","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微波","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微波爐","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微型","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微風","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微弱","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微笑","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微粒","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微詞","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微量","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微微","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微電腦","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微積分","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微薄","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微曦","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"微醺","ㄨㄟˊ","微","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E5%BE%AE"
"想","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
"想不到","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
"想不透","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
"想不開","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
"想必","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
"想見","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
"想念","ㄒㄧㄤˇ","想","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%87&word=%E6%83%B3"
